Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sun Feb 21 2016,6:00p,Indiana Pacers,105,Orlando Magic,102,Box Score,,17242,
Sun Feb 21 2016,6:00p,Memphis Grizzlies,85,Toronto Raptors,98,Box Score,,19800,
Sun Feb 21 2016,7:00p,Philadelphia 76ers,103,Dallas Mavericks,129,Box Score,,20194,
Sun Feb 21 2016,8:00p,Los Angeles Lakers,115,Chicago Bulls,126,Box Score,,23143,
Sun Feb 21 2016,9:00p,Utah Jazz,111,Portland Trail Blazers,115,Box Score,,19470,
Mon Feb 22 2016,7:00p,Detroit Pistons,96,Cleveland Cavaliers,88,Box Score,,20562,
Mon Feb 22 2016,7:30p,Indiana Pacers,93,Miami Heat,101,Box Score,OT,19600,
Mon Feb 22 2016,7:30p,Toronto Raptors,122,New York Knicks,95,Box Score,,19812,
Mon Feb 22 2016,8:00p,Golden State Warriors,102,Atlanta Hawks,92,Box Score,,19330,
Mon Feb 22 2016,8:00p,Los Angeles Lakers,101,Milwaukee Bucks,108,Box Score,,18717,
Mon Feb 22 2016,8:00p,Boston Celtics,122,Minnesota Timberwolves,124,Box Score,,11639,
Mon Feb 22 2016,10:30p,Phoenix Suns,84,Los Angeles Clippers,124,Box Score,,19060,
Tue Feb 23 2016,7:00p,Orlando Magic,124,Philadelphia 76ers,115,Box Score,,13745,
Tue Feb 23 2016,7:00p,New Orleans Pelicans,89,Washington Wizards,109,Box Score,,15743,
Tue Feb 23 2016,9:00p,Sacramento Kings,114,Denver Nuggets,110,Box Score,,15721,
Tue Feb 23 2016,9:00p,Houston Rockets,114,Utah Jazz,117,Box Score,OT,18132,
Tue Feb 23 2016,10:00p,Brooklyn Nets,104,Portland Trail Blazers,112,Box Score,,19393,
Wed Feb 24 2016,7:00p,Charlotte Hornets,103,Cleveland Cavaliers,114,Box Score,,20562,
Wed Feb 24 2016,7:00p,New York Knicks,105,Indiana Pacers,108,Box Score,,16018,
Wed Feb 24 2016,7:30p,Philadelphia 76ers,91,Detroit Pistons,111,Box Score,,13429,
Wed Feb 24 2016,7:30p,Golden State Warriors,118,Miami Heat,112,Box Score,,19899,
Wed Feb 24 2016,7:30p,Minnesota Timberwolves,105,Toronto Raptors,114,Box Score,,19800,
Wed Feb 24 2016,8:00p,Washington Wizards,104,Chicago Bulls,109,Box Score,,21560,
Wed Feb 24 2016,8:00p,Los Angeles Lakers,119,Memphis Grizzlies,128,Box Score,,18119,
Wed Feb 24 2016,8:30p,Oklahoma City Thunder,116,Dallas Mavericks,103,Box Score,,19805,
Wed Feb 24 2016,10:30p,Denver Nuggets,87,Los Angeles Clippers,81,Box Score,,19060,
Wed Feb 24 2016,10:30p,San Antonio Spurs,108,Sacramento Kings,92,Box Score,,17317,
Thu Feb 25 2016,7:00p,Golden State Warriors,130,Orlando Magic,114,Box Score,,19189,
Thu Feb 25 2016,7:30p,Milwaukee Bucks,107,Boston Celtics,112,Box Score,,18157,
Thu Feb 25 2016,8:00p,Oklahoma City Thunder,119,New Orleans Pelicans,123,Box Score,,16974,
Thu Feb 25 2016,9:00p,Brooklyn Nets,116,Phoenix Suns,106,Box Score,,16145,
Thu Feb 25 2016,10:30p,Houston Rockets,119,Portland Trail Blazers,105,Box Score,,19393,
Thu Feb 25 2016,10:30p,San Antonio Spurs,96,Utah Jazz,78,Box Score,,19911,
Fri Feb 26 2016,7:00p,Charlotte Hornets,96,Indiana Pacers,95,Box Score,,18165,
Fri Feb 26 2016,7:00p,Washington Wizards,103,Philadelphia 76ers,94,Box Score,,16511,
Fri Feb 26 2016,7:30p,Orlando Magic,95,New York Knicks,108,Box Score,,19812,
Fri Feb 26 2016,7:30p,Cleveland Cavaliers,97,Toronto Raptors,99,Box Score,,19800,
Fri Feb 26 2016,8:00p,Chicago Bulls,88,Atlanta Hawks,103,Box Score,,18123,
Fri Feb 26 2016,8:30p,Denver Nuggets,116,Dallas Mavericks,122,Box Score,OT,20298,
Fri Feb 26 2016,10:00p,Los Angeles Clippers,117,Sacramento Kings,107,Box Score,,17317,
Fri Feb 26 2016,10:30p,Memphis Grizzlies,112,Los Angeles Lakers,95,Box Score,,18997,
Sat Feb 27 2016,3:00p,Miami Heat,89,Boston Celtics,101,Box Score,,18624,
Sat Feb 27 2016,7:00p,Minnesota Timberwolves,112,New Orleans Pelicans,110,Box Score,,17338,
Sat Feb 27 2016,8:00p,Portland Trail Blazers,103,Chicago Bulls,95,Box Score,,21962,
Sat Feb 27 2016,8:00p,San Antonio Spurs,104,Houston Rockets,94,Box Score,,18240,
Sat Feb 27 2016,8:30p,Detroit Pistons,102,Milwaukee Bucks,91,Box Score,,17165,
Sat Feb 27 2016,8:30p,Golden State Warriors,121,Oklahoma City Thunder,118,Box Score,OT,18203,
Sat Feb 27 2016,9:30p,Memphis Grizzlies,106,Phoenix Suns,111,Box Score,,17101,
Sat Feb 27 2016,9:30p,Brooklyn Nets,98,Utah Jazz,96,Box Score,,18863,
Sun Feb 28 2016,1:00p,Cleveland Cavaliers,99,Washington Wizards,113,Box Score,,20356,
Sun Feb 28 2016,3:30p,Charlotte Hornets,76,Atlanta Hawks,87,Box Score,,17156,
Sun Feb 28 2016,6:00p,Toronto Raptors,101,Detroit Pistons,114,Box Score,,17201,
Sun Feb 28 2016,6:00p,Portland Trail Blazers,111,Indiana Pacers,102,Box Score,,16662,
Sun Feb 28 2016,6:00p,Philadelphia 76ers,116,Orlando Magic,130,Box Score,,16168,
Sun Feb 28 2016,7:00p,Minnesota Timberwolves,101,Dallas Mavericks,128,Box Score,,20289,
Sun Feb 28 2016,7:30p,Miami Heat,98,New York Knicks,81,Box Score,,19812,
Mon Feb 29 2016,7:00p,Indiana Pacers,96,Cleveland Cavaliers,100,Box Score,,20562,
Mon Feb 29 2016,7:00p,Philadelphia 76ers,108,Washington Wizards,116,Box Score,,15096,
Mon Feb 29 2016,7:30p,Utah Jazz,95,Boston Celtics,100,Box Score,,17680,
Mon Feb 29 2016,8:00p,Houston Rockets,121,Milwaukee Bucks,128,Box Score,,13214,
Mon Feb 29 2016,9:00p,Memphis Grizzlies,103,Denver Nuggets,96,Box Score,,10324,
Mon Feb 29 2016,10:00p,Oklahoma City Thunder,131,Sacramento Kings,116,Box Score,,17317,
Mon Feb 29 2016,10:30p,Brooklyn Nets,95,Los Angeles Clippers,105,Box Score,,19060,
Tue Mar 1 2016,7:00p,Phoenix Suns,92,Charlotte Hornets,126,Box Score,,16849,
Tue Mar 1 2016,7:30p,Chicago Bulls,111,Miami Heat,129,Box Score,,19654,
Tue Mar 1 2016,7:30p,Portland Trail Blazers,104,New York Knicks,85,Box Score,,19812,
Tue Mar 1 2016,8:30p,Orlando Magic,108,Dallas Mavericks,121,Box Score,,19546,
Tue Mar 1 2016,10:30p,Atlanta Hawks,105,Golden State Warriors,109,Box Score,OT,19596,
Tue Mar 1 2016,10:30p,Brooklyn Nets,101,Los Angeles Lakers,107,Box Score,,18997,
Wed Mar 2 2016,7:00p,Chicago Bulls,89,Orlando Magic,102,Box Score,,16072,
Wed Mar 2 2016,7:00p,Charlotte Hornets,119,Philadelphia 76ers,99,Box Score,,11143,
Wed Mar 2 2016,7:30p,Portland Trail Blazers,93,Boston Celtics,116,Box Score,,18624,
Wed Mar 2 2016,7:30p,Utah Jazz,94,Toronto Raptors,104,Box Score,,19800,
Wed Mar 2 2016,8:00p,New Orleans Pelicans,95,Houston Rockets,100,Box Score,,18226,
Wed Mar 2 2016,8:00p,Sacramento Kings,98,Memphis Grizzlies,104,Box Score,,15310,
Wed Mar 2 2016,8:00p,Indiana Pacers,104,Milwaukee Bucks,99,Box Score,,14263,
Wed Mar 2 2016,8:00p,Washington Wizards,104,Minnesota Timberwolves,98,Box Score,,11307,
Wed Mar 2 2016,8:00p,Detroit Pistons,81,San Antonio Spurs,97,Box Score,,18418,
Wed Mar 2 2016,9:00p,Los Angeles Lakers,107,Denver Nuggets,117,Box Score,,20096,
Wed Mar 2 2016,10:30p,Oklahoma City Thunder,98,Los Angeles Clippers,103,Box Score,,19304,
Thu Mar 3 2016,7:30p,Phoenix Suns,92,Miami Heat,108,Box Score,,19600,
Thu Mar 3 2016,8:00p,San Antonio Spurs,94,New Orleans Pelicans,86,Box Score,,17781,
Thu Mar 3 2016,8:30p,Sacramento Kings,104,Dallas Mavericks,101,Box Score,,19910,
Thu Mar 3 2016,10:30p,Oklahoma City Thunder,106,Golden State Warriors,121,Box Score,,19596,
Fri Mar 4 2016,7:00p,Indiana Pacers,101,Charlotte Hornets,108,Box Score,,19099,
Fri Mar 4 2016,7:00p,Phoenix Suns,102,Orlando Magic,84,Box Score,,17546,
Fri Mar 4 2016,7:00p,Miami Heat,112,Philadelphia 76ers,102,Box Score,,17610,
Fri Mar 4 2016,7:30p,New York Knicks,104,Boston Celtics,105,Box Score,,18624,
Fri Mar 4 2016,7:30p,Portland Trail Blazers,115,Toronto Raptors,117,Box Score,,19800,
Fri Mar 4 2016,8:00p,Washington Wizards,83,Cleveland Cavaliers,108,Box Score,,20562,
Fri Mar 4 2016,8:00p,Utah Jazz,88,Memphis Grizzlies,94,Box Score,,17188,
Fri Mar 4 2016,8:00p,Minnesota Timberwolves,101,Milwaukee Bucks,116,Box Score,,16366,
Fri Mar 4 2016,9:00p,Brooklyn Nets,121,Denver Nuggets,120,Box Score,OT,14163,
Fri Mar 4 2016,10:30p,Atlanta Hawks,106,Los Angeles Lakers,77,Box Score,,18997,
Sat Mar 5 2016,7:00p,Boston Celtics,103,Cleveland Cavaliers,120,Box Score,,20562,
Sat Mar 5 2016,7:00p,Utah Jazz,106,New Orleans Pelicans,94,Box Score,,16680,
Sat Mar 5 2016,7:00p,Detroit Pistons,89,New York Knicks,102,Box Score,,19812,
Sat Mar 5 2016,7:00p,Indiana Pacers,100,Washington Wizards,99,Box Score,,20356,
Sat Mar 5 2016,8:00p,Brooklyn Nets,118,Minnesota Timberwolves,132,Box Score,,15987,
Sat Mar 5 2016,8:30p,Houston Rockets,100,Chicago Bulls,108,Box Score,,22203,
Sat Mar 5 2016,8:30p,Sacramento Kings,94,San Antonio Spurs,104,Box Score,,18418,
Sat Mar 5 2016,10:30p,Atlanta Hawks,107,Los Angeles Clippers,97,Box Score,,19236,
Sun Mar 6 2016,3:30p,Golden State Warriors,95,Los Angeles Lakers,112,Box Score,,18997,
Sun Mar 6 2016,3:30p,Oklahoma City Thunder,104,Milwaukee Bucks,96,Box Score,,16565,
Sun Mar 6 2016,4:00p,Phoenix Suns,109,Memphis Grizzlies,100,Box Score,,17291,
Sun Mar 6 2016,5:00p,Dallas Mavericks,114,Denver Nuggets,116,Box Score,OT,14802,
Sun Mar 6 2016,6:00p,Portland Trail Blazers,103,Detroit Pistons,123,Box Score,,18386,
Sun Mar 6 2016,6:00p,Philadelphia 76ers,98,Miami Heat,103,Box Score,,19820,
Sun Mar 6 2016,6:30p,Houston Rockets,113,Toronto Raptors,107,Box Score,,19800,
Mon Mar 7 2016,7:00p,Minnesota Timberwolves,103,Charlotte Hornets,108,Box Score,,15912,
Mon Mar 7 2016,7:00p,Memphis Grizzlies,106,Cleveland Cavaliers,103,Box Score,,20562,
Mon Mar 7 2016,7:00p,San Antonio Spurs,91,Indiana Pacers,99,Box Score,,16742,
Mon Mar 7 2016,8:00p,Milwaukee Bucks,90,Chicago Bulls,100,Box Score,,21672,
Mon Mar 7 2016,8:00p,Sacramento Kings,112,New Orleans Pelicans,115,Box Score,,16403,
Mon Mar 7 2016,8:30p,Los Angeles Clippers,109,Dallas Mavericks,90,Box Score,,20002,
Mon Mar 7 2016,10:30p,Orlando Magic,113,Golden State Warriors,119,Box Score,,19596,
Tue Mar 8 2016,7:30p,Brooklyn Nets,99,Toronto Raptors,104,Box Score,,19800,
Tue Mar 8 2016,8:00p,San Antonio Spurs,116,Minnesota Timberwolves,91,Box Score,,14093,
Tue Mar 8 2016,9:00p,New York Knicks,94,Denver Nuggets,110,Box Score,,13305,
Tue Mar 8 2016,9:00p,Atlanta Hawks,91,Utah Jazz,84,Box Score,,19282,
Tue Mar 8 2016,10:00p,Washington Wizards,109,Portland Trail Blazers,116,Box Score,OT,19393,
Tue Mar 8 2016,10:30p,Orlando Magic,98,Los Angeles Lakers,107,Box Score,,18997,
Wed Mar 9 2016,7:00p,Memphis Grizzlies,96,Boston Celtics,116,Box Score,,17790,
Wed Mar 9 2016,7:00p,New Orleans Pelicans,113,Charlotte Hornets,122,Box Score,,16335,
Wed Mar 9 2016,7:00p,Houston Rockets,118,Philadelphia 76ers,104,Box Score,,15237,
Wed Mar 9 2016,8:00p,Miami Heat,108,Milwaukee Bucks,114,Box Score,,15005,
Wed Mar 9 2016,8:30p,Detroit Pistons,102,Dallas Mavericks,96,Box Score,,20249,
Wed Mar 9 2016,9:00p,New York Knicks,128,Phoenix Suns,97,Box Score,,17105,
Wed Mar 9 2016,9:30p,Los Angeles Clippers,108,Oklahoma City Thunder,120,Box Score,,18203,
Wed Mar 9 2016,10:00p,Cleveland Cavaliers,120,Sacramento Kings,111,Box Score,,17317,
Wed Mar 9 2016,10:30p,Utah Jazz,94,Golden State Warriors,115,Box Score,,19596,
Thu Mar 10 2016,7:30p,Atlanta Hawks,96,Toronto Raptors,104,Box Score,,19800,
Thu Mar 10 2016,8:00p,Chicago Bulls,101,San Antonio Spurs,109,Box Score,,18418,
Thu Mar 10 2016,9:00p,Phoenix Suns,98,Denver Nuggets,116,Box Score,,11582,
Thu Mar 10 2016,10:30p,Cleveland Cavaliers,120,Los Angeles Lakers,108,Box Score,,18997,
Fri Mar 11 2016,7:00p,Detroit Pistons,103,Charlotte Hornets,118,Box Score,,18189,
Fri Mar 11 2016,7:00p,Brooklyn Nets,89,Philadelphia 76ers,95,Box Score,,14128,
Fri Mar 11 2016,7:30p,Houston Rockets,102,Boston Celtics,98,Box Score,,18624,
Fri Mar 11 2016,8:00p,Miami Heat,118,Chicago Bulls,96,Box Score,,22067,
Fri Mar 11 2016,8:00p,New Orleans Pelicans,114,Memphis Grizzlies,121,Box Score,OT,18119,
Fri Mar 11 2016,8:00p,Minnesota Timberwolves,99,Oklahoma City Thunder,96,Box Score,,18203,
Fri Mar 11 2016,9:00p,Washington Wizards,93,Utah Jazz,114,Box Score,,19911,
Fri Mar 11 2016,10:00p,Orlando Magic,107,Sacramento Kings,100,Box Score,,17081,
Fri Mar 11 2016,10:30p,Portland Trail Blazers,112,Golden State Warriors,128,Box Score,,19596,
Fri Mar 11 2016,10:30p,New York Knicks,94,Los Angeles Clippers,101,Box Score,,19175,
Sat Mar 12 2016,2:00p,Indiana Pacers,112,Dallas Mavericks,105,Box Score,,20459,
Sat Mar 12 2016,7:00p,Houston Rockets,109,Charlotte Hornets,125,Box Score,,19303,
Sat Mar 12 2016,7:00p,Detroit Pistons,125,Philadelphia 76ers,111,Box Score,,16087,
Sat Mar 12 2016,7:00p,Miami Heat,104,Toronto Raptors,112,Box Score,OT,19800,
Sat Mar 12 2016,7:30p,Memphis Grizzlies,83,Atlanta Hawks,95,Box Score,,17515,
Sat Mar 12 2016,7:30p,New Orleans Pelicans,92,Milwaukee Bucks,103,Box Score,,16518,
Sat Mar 12 2016,8:30p,Oklahoma City Thunder,85,San Antonio Spurs,93,Box Score,,18418,
Sat Mar 12 2016,9:30p,Washington Wizards,100,Denver Nuggets,116,Box Score,,13213,
Sat Mar 12 2016,10:30p,Phoenix Suns,116,Golden State Warriors,123,Box Score,,19596,
Sat Mar 12 2016,10:30p,Orlando Magic,84,Portland Trail Blazers,121,Box Score,,19452,
Sun Mar 13 2016,3:30p,Cleveland Cavaliers,114,Los Angeles Clippers,90,Box Score,,19342,
Sun Mar 13 2016,6:00p,Indiana Pacers,75,Atlanta Hawks,104,Box Score,,17066,
Sun Mar 13 2016,6:00p,Utah Jazz,108,Sacramento Kings,99,Box Score,,17023,
Sun Mar 13 2016,8:00p,Milwaukee Bucks,109,Brooklyn Nets,100,Box Score,,15241,
Sun Mar 13 2016,9:30p,New York Knicks,90,Los Angeles Lakers,87,Box Score,,18997,
Mon Mar 14 2016,7:00p,Dallas Mavericks,107,Charlotte Hornets,96,Box Score,,15686,
Mon Mar 14 2016,7:30p,Denver Nuggets,119,Miami Heat,124,Box Score,,19744,
Mon Mar 14 2016,7:30p,Chicago Bulls,109,Toronto Raptors,107,Box Score,,19800,
Mon Mar 14 2016,8:00p,Memphis Grizzlies,81,Houston Rockets,130,Box Score,,18226,
Mon Mar 14 2016,8:00p,Portland Trail Blazers,94,Oklahoma City Thunder,128,Box Score,,18203,
Mon Mar 14 2016,8:00p,Detroit Pistons,81,Washington Wizards,124,Box Score,,18042,
Mon Mar 14 2016,10:00p,Minnesota Timberwolves,104,Phoenix Suns,107,Box Score,,17480,
Mon Mar 14 2016,10:30p,New Orleans Pelicans,107,Golden State Warriors,125,Box Score,,19596,
Mon Mar 14 2016,10:30p,Cleveland Cavaliers,85,Utah Jazz,94,Box Score,,19911,
Tue Mar 15 2016,7:00p,Boston Celtics,98,Indiana Pacers,103,Box Score,,17118,
Tue Mar 15 2016,7:00p,Denver Nuggets,110,Orlando Magic,116,Box Score,,16988,
Tue Mar 15 2016,7:30p,Philadelphia 76ers,114,Brooklyn Nets,131,Box Score,,14560,
Tue Mar 15 2016,8:00p,Toronto Raptors,107,Milwaukee Bucks,89,Box Score,,13522,
Tue Mar 15 2016,8:30p,Los Angeles Clippers,87,San Antonio Spurs,108,Box Score,,18418,
Tue Mar 15 2016,10:30p,Sacramento Kings,106,Los Angeles Lakers,98,Box Score,,18997,
Wed Mar 16 2016,7:00p,Oklahoma City Thunder,130,Boston Celtics,109,Box Score,,18624,
Wed Mar 16 2016,7:00p,Orlando Magic,99,Charlotte Hornets,107,Box Score,,16148,
Wed Mar 16 2016,7:00p,Dallas Mavericks,98,Cleveland Cavaliers,99,Box Score,,20562,
Wed Mar 16 2016,7:00p,Chicago Bulls,96,Washington Wizards,117,Box Score,,19556,
Wed Mar 16 2016,7:30p,Atlanta Hawks,118,Detroit Pistons,114,Box Score,,14121,
Wed Mar 16 2016,8:00p,Minnesota Timberwolves,114,Memphis Grizzlies,108,Box Score,,16588,
Wed Mar 16 2016,9:30p,Los Angeles Clippers,122,Houston Rockets,106,Box Score,,18304,
Wed Mar 16 2016,10:00p,New Orleans Pelicans,123,Sacramento Kings,108,Box Score,,17086,
Wed Mar 16 2016,10:30p,New York Knicks,85,Golden State Warriors,121,Box Score,,19596,
Thu Mar 17 2016,7:00p,Toronto Raptors,101,Indiana Pacers,94,Box Score,OT,15104,
Thu Mar 17 2016,7:00p,Washington Wizards,99,Philadelphia 76ers,94,Box Score,,10521,
Thu Mar 17 2016,7:30p,Charlotte Hornets,109,Miami Heat,106,Box Score,,19848,
Thu Mar 17 2016,8:00p,Denver Nuggets,98,Atlanta Hawks,116,Box Score,,14383,
Thu Mar 17 2016,8:00p,Brooklyn Nets,102,Chicago Bulls,118,Box Score,,21513,
Thu Mar 17 2016,8:00p,Memphis Grizzlies,86,Milwaukee Bucks,96,Box Score,,11740,
Thu Mar 17 2016,8:30p,Portland Trail Blazers,110,San Antonio Spurs,118,Box Score,,18418,
Thu Mar 17 2016,9:00p,Phoenix Suns,69,Utah Jazz,103,Box Score,,18784,
Fri Mar 18 2016,7:00p,Cleveland Cavaliers,109,Orlando Magic,103,Box Score,,18046,
Fri Mar 18 2016,7:00p,Oklahoma City Thunder,111,Philadelphia 76ers,97,Box Score,,20388,
Fri Mar 18 2016,7:30p,Sacramento Kings,108,Detroit Pistons,115,Box Score,,15982,
Fri Mar 18 2016,7:30p,Boston Celtics,91,Toronto Raptors,105,Box Score,,19800,
Fri Mar 18 2016,8:00p,Minnesota Timberwolves,111,Houston Rockets,116,Box Score,,18142,
Fri Mar 18 2016,8:00p,Portland Trail Blazers,117,New Orleans Pelicans,112,Box Score,,17263,
Fri Mar 18 2016,8:30p,Golden State Warriors,130,Dallas Mavericks,112,Box Score,,20515,
Fri Mar 18 2016,10:30p,Phoenix Suns,95,Los Angeles Lakers,90,Box Score,,18997,
Sat Mar 19 2016,6:00p,Denver Nuggets,101,Charlotte Hornets,93,Box Score,,19271,
Sat Mar 19 2016,7:00p,Brooklyn Nets,103,Detroit Pistons,115,Box Score,,17559,
Sat Mar 19 2016,7:00p,Oklahoma City Thunder,115,Indiana Pacers,111,Box Score,,18165,
Sat Mar 19 2016,7:00p,New York Knicks,89,Washington Wizards,99,Box Score,,20356,
Sat Mar 19 2016,7:30p,Houston Rockets,97,Atlanta Hawks,109,Box Score,,18067,
Sat Mar 19 2016,7:30p,Cleveland Cavaliers,101,Miami Heat,122,Box Score,,19737,
Sat Mar 19 2016,8:00p,Utah Jazz,85,Chicago Bulls,92,Box Score,,21856,
Sat Mar 19 2016,8:00p,Los Angeles Clippers,102,Memphis Grizzlies,113,Box Score,,18119,
Sat Mar 19 2016,8:30p,Golden State Warriors,79,San Antonio Spurs,87,Box Score,,18825,
Sun Mar 20 2016,4:00p,Portland Trail Blazers,120,Dallas Mavericks,132,Box Score,OT,20351,
Sun Mar 20 2016,4:30p,Orlando Magic,100,Toronto Raptors,105,Box Score,,19800,
Sun Mar 20 2016,6:00p,Los Angeles Clippers,105,New Orleans Pelicans,109,Box Score,,17407,
Sun Mar 20 2016,6:00p,Boston Celtics,120,Philadelphia 76ers,105,Box Score,,15103,
Sun Mar 20 2016,7:00p,Utah Jazz,94,Milwaukee Bucks,85,Box Score,,14124,
Sun Mar 20 2016,7:30p,Sacramento Kings,88,New York Knicks,80,Box Score,,19812,
Mon Mar 21 2016,7:00p,San Antonio Spurs,88,Charlotte Hornets,91,Box Score,,18260,
Mon Mar 21 2016,7:00p,Denver Nuggets,91,Cleveland Cavaliers,124,Box Score,,20562,
Mon Mar 21 2016,7:00p,Philadelphia 76ers,75,Indiana Pacers,91,Box Score,,16155,
Mon Mar 21 2016,7:30p,Orlando Magic,96,Boston Celtics,107,Box Score,,18624,
Mon Mar 21 2016,7:30p,Milwaukee Bucks,91,Detroit Pistons,92,Box Score,,13577,
Mon Mar 21 2016,8:00p,Washington Wizards,117,Atlanta Hawks,102,Box Score,,15729,
Mon Mar 21 2016,8:00p,Sacramento Kings,102,Chicago Bulls,109,Box Score,,21531,
Mon Mar 21 2016,8:00p,Golden State Warriors,109,Minnesota Timberwolves,104,Box Score,,19452,
Mon Mar 21 2016,10:00p,Memphis Grizzlies,103,Phoenix Suns,97,Box Score,,15868,
Tue Mar 22 2016,7:30p,Charlotte Hornets,105,Brooklyn Nets,100,Box Score,,15739,
Tue Mar 22 2016,8:00p,Miami Heat,113,New Orleans Pelicans,99,Box Score,,16867,
Tue Mar 22 2016,8:00p,Houston Rockets,107,Oklahoma City Thunder,111,Box Score,,18203,
Tue Mar 22 2016,10:30p,Memphis Grizzlies,100,Los Angeles Lakers,107,Box Score,,18997,
Wed Mar 23 2016,7:00p,Milwaukee Bucks,104,Cleveland Cavaliers,113,Box Score,,20562,
Wed Mar 23 2016,7:00p,Atlanta Hawks,122,Washington Wizards,101,Box Score,,18807,
Wed Mar 23 2016,7:30p,Toronto Raptors,79,Boston Celtics,91,Box Score,,18624,
Wed Mar 23 2016,7:30p,Orlando Magic,102,Detroit Pistons,118,Box Score,,16609,
Wed Mar 23 2016,8:00p,New York Knicks,115,Chicago Bulls,107,Box Score,,21788,
Wed Mar 23 2016,8:00p,Utah Jazz,89,Houston Rockets,87,Box Score,,18151,
Wed Mar 23 2016,8:00p,Sacramento Kings,104,Minnesota Timberwolves,113,Box Score,,12151,
Wed Mar 23 2016,8:30p,Miami Heat,88,San Antonio Spurs,112,Box Score,,18418,
Wed Mar 23 2016,9:00p,Philadelphia 76ers,103,Denver Nuggets,104,Box Score,,10684,
Wed Mar 23 2016,10:00p,Los Angeles Lakers,107,Phoenix Suns,119,Box Score,,18191,
Wed Mar 23 2016,10:00p,Dallas Mavericks,103,Portland Trail Blazers,109,Box Score,,19819,
Wed Mar 23 2016,10:30p,Los Angeles Clippers,98,Golden State Warriors,114,Box Score,,19596,
Thu Mar 24 2016,7:00p,New Orleans Pelicans,84,Indiana Pacers,92,Box Score,,17517,
Thu Mar 24 2016,7:30p,Cleveland Cavaliers,95,Brooklyn Nets,104,Box Score,,17732,
Thu Mar 24 2016,7:30p,Chicago Bulls,94,New York Knicks,106,Box Score,,19812,
Thu Mar 24 2016,8:00p,Utah Jazz,91,Oklahoma City Thunder,113,Box Score,,18203,
Thu Mar 24 2016,10:30p,Portland Trail Blazers,94,Los Angeles Clippers,96,Box Score,,19359,
Fri Mar 25 2016,7:00p,Minnesota Timberwolves,132,Washington Wizards,129,Box Score,2OT,20356,
Fri Mar 25 2016,7:30p,Charlotte Hornets,105,Detroit Pistons,112,Box Score,,17209,
Fri Mar 25 2016,8:00p,Milwaukee Bucks,90,Atlanta Hawks,101,Box Score,,17070,
Fri Mar 25 2016,8:00p,Toronto Raptors,109,Houston Rockets,112,Box Score,,18230,
Fri Mar 25 2016,8:00p,Orlando Magic,97,Miami Heat,108,Box Score,,19918,
Fri Mar 25 2016,8:30p,Memphis Grizzlies,104,San Antonio Spurs,110,Box Score,,18418,
Fri Mar 25 2016,10:00p,Phoenix Suns,94,Sacramento Kings,116,Box Score,,17317,
Fri Mar 25 2016,10:30p,Dallas Mavericks,120,Golden State Warriors,128,Box Score,,19596,
Fri Mar 25 2016,10:30p,Denver Nuggets,116,Los Angeles Lakers,105,Box Score,,18997,
Sat Mar 26 2016,6:00p,Indiana Pacers,110,Brooklyn Nets,120,Box Score,,16625,
Sat Mar 26 2016,7:00p,Toronto Raptors,115,New Orleans Pelicans,91,Box Score,,17009,
Sat Mar 26 2016,7:00p,Chicago Bulls,89,Orlando Magic,111,Box Score,,18846,
Sat Mar 26 2016,7:30p,Atlanta Hawks,112,Detroit Pistons,95,Box Score,,17857,
Sat Mar 26 2016,7:30p,Cleveland Cavaliers,107,New York Knicks,93,Box Score,,19812,
Sat Mar 26 2016,8:00p,Utah Jazz,93,Minnesota Timberwolves,84,Box Score,,14694,
Sat Mar 26 2016,8:00p,San Antonio Spurs,92,Oklahoma City Thunder,111,Box Score,,18203,
Sat Mar 26 2016,8:30p,Charlotte Hornets,115,Milwaukee Bucks,91,Box Score,,15544,
Sat Mar 26 2016,10:00p,Boston Celtics,102,Phoenix Suns,99,Box Score,,18055,
Sat Mar 26 2016,10:00p,Philadelphia 76ers,105,Portland Trail Blazers,108,Box Score,,19506,
Sun Mar 27 2016,3:30p,Denver Nuggets,90,Los Angeles Clippers,105,Box Score,,19060,
Sun Mar 27 2016,6:00p,Houston Rockets,101,Indiana Pacers,104,Box Score,,17165,
Sun Mar 27 2016,6:00p,Dallas Mavericks,111,Sacramento Kings,133,Box Score,,17147,
Sun Mar 27 2016,8:00p,Philadelphia 76ers,105,Golden State Warriors,117,Box Score,,19596,
Sun Mar 27 2016,9:30p,Washington Wizards,101,Los Angeles Lakers,88,Box Score,,18997,
Mon Mar 28 2016,7:30p,Brooklyn Nets,99,Miami Heat,110,Box Score,,20003,
Mon Mar 28 2016,7:30p,Oklahoma City Thunder,119,Toronto Raptors,100,Box Score,,19800,
Mon Mar 28 2016,8:00p,Atlanta Hawks,102,Chicago Bulls,100,Box Score,,21761,
Mon Mar 28 2016,8:00p,San Antonio Spurs,101,Memphis Grizzlies,87,Box Score,,17133,
Mon Mar 28 2016,8:00p,Phoenix Suns,116,Minnesota Timberwolves,121,Box Score,,11141,
Mon Mar 28 2016,8:00p,New York Knicks,91,New Orleans Pelicans,99,Box Score,,17000,
Mon Mar 28 2016,9:00p,Dallas Mavericks,97,Denver Nuggets,88,Box Score,,14844,
Mon Mar 28 2016,9:00p,Los Angeles Lakers,75,Utah Jazz,123,Box Score,,19911,
